x,y
69.550000,94.550000
82.490000,107.490000
73.410000,98.410000
67.360000,92.360000
67.460000,92.460000
79.210000,104.210000
83.960000,108.960000
84.940000,109.940000
65.650000,90.650000
40.330000,65.330000
73.060000,98.060000
4.310000,29.310000
20.470000,45.470000
82.450000,107.450000
25.750000,50.750000
4.100000,29.100000
47.480000,72.480000
88.590000,113.590000
10.940000,35.940000
60.230000,85.230000
78.020000,103.020000
10.700000,35.700000
62.390000,87.390000
15.540000,40.540000
77.260000,102.260000
81.070000,106.070000
88.010000,113.010000
52.380000,77.380000
76.560000,101.560000
29.150000,54.150000
83.070000,108.070000
22.690000,47.690000
90.060000,115.060000
96.500000,121.500000
90.830000,115.830000
41.730000,66.730000
41.660000,66.660000
95.620000,120.620000
9.360000,34.360000
12.640000,37.640000
70.620000,95.620000
42.030000,67.030000
63.210000,88.210000
81.330000,106.330000
53.870000,78.870000
86.910000,111.910000
63.460000,88.460000
39.560000,64.560000
69.240000,94.240000
63.990000,88.990000
12.370000,37.370000
6.490000,31.490000
1.560000,26.560000
38.030000,63.030000
70.800000,95.800000
38.180000,63.180000
99.600000,124.600000
62.160000,87.160000
47.680000,72.680000
3.250000,28.250000
99.310000,124.310000
61.730000,86.730000
3.250000,28.250000
32.760000,57.760000
48.670000,73.670000
84.780000,109.780000
38.650000,63.650000
0.800000,25.800000
93.240000,118.240000
39.340000,64.340000
53.390000,78.390000
48.600000,73.600000
37.360000,62.360000
91.340000,116.340000
32.720000,57.720000
6.450000,31.450000
56.690000,81.690000
58.850000,83.850000
41.730000,66.730000
23.690000,48.690000
40.310000,65.310000
91.610000,116.610000
43.490000,68.490000
7.960000,32.960000
76.140000,101.140000
38.750000,63.750000
85.960000,110.960000
94.020000,119.020000
35.410000,60.410000
8.600000,33.600000
13.810000,38.810000
43.900000,68.900000
67.090000,92.090000
0.840000,25.840000
18.590000,43.590000
75.560000,100.560000
79.300000,104.300000
18.280000,43.280000
33.390000,58.390000
57.920000,82.920000
92.700000,117.700000
35.220000,60.220000
12.370000,37.370000
77.640000,102.640000
51.690000,76.690000
3.080000,28.080000
64.470000,89.470000
73.870000,98.870000
14.470000,39.470000
17.220000,42.220000
36.500000,61.500000
67.310000,92.310000
76.160000,101.160000
42.170000,67.170000
7.560000,32.560000
60.820000,85.820000
11.750000,36.750000
28.780000,53.780000
15.690000,40.690000
82.910000,107.910000
44.430000,69.430000
63.990000,88.990000
62.840000,87.840000
19.760000,44.760000
90.210000,115.210000
33.340000,58.340000
10.470000,35.470000
40.460000,65.460000
34.220000,59.220000
18.710000,43.710000
43.600000,68.600000
24.230000,49.230000
67.470000,92.470000
48.630000,73.630000
72.810000,97.810000
88.910000,113.910000
57.390000,82.390000
66.090000,91.090000
57.750000,82.750000
76.890000,101.890000
55.520000,80.520000
84.880000,109.880000
68.250000,93.250000
66.470000,91.470000
51.310000,76.310000
84.990000,109.990000
50.060000,75.060000
37.800000,62.800000
54.690000,79.690000
16.220000,41.220000
86.370000,111.370000
30.910000,55.910000
63.430000,88.430000
70.200000,95.200000
31.910000,56.910000
90.000000,115.000000
92.350000,117.350000
22.350000,47.350000
28.470000,53.470000
67.340000,92.340000
53.130000,78.130000
30.690000,55.690000
1.520000,26.520000
93.320000,118.320000
61.640000,86.640000
1.920000,26.920000
11.510000,36.510000
74.330000,99.330000
42.030000,67.030000
45.820000,70.820000
29.950000,54.950000
60.770000,85.770000
25.840000,50.840000
74.850000,99.850000
12.180000,37.180000
0.530000,25.530000
43.180000,68.180000
15.060000,40.060000
84.350000,109.350000
16.740000,41.740000
62.330000,87.330000
55.680000,80.680000
80.900000,105.900000
39.440000,64.440000
98.350000,123.350000
15.300000,40.300000
54.090000,79.090000
62.540000,87.540000
6.440000,31.440000
25.470000,50.470000
77.770000,102.770000
87.360000,112.360000
79.770000,104.770000
3.050000,28.050000
77.270000,102.270000
68.790000,93.790000
51.030000,76.030000
65.780000,90.780000
19.920000,44.920000
29.770000,54.770000
68.350000,93.350000
29.130000,54.130000
93.170000,118.170000
47.780000,72.780000
94.280000,119.280000
70.780000,95.780000
39.430000,64.430000
5.010000,30.010000
42.210000,67.210000
91.520000,116.520000
57.320000,82.320000
84.060000,109.060000
13.680000,38.680000
32.370000,57.370000
47.580000,72.580000
97.080000,122.080000
87.790000,112.790000
18.340000,43.340000
33.490000,58.490000
28.050000,53.050000
87.530000,112.530000
57.960000,82.960000
58.140000,83.140000
24.360000,49.360000
56.960000,81.960000
33.230000,58.230000
0.740000,25.740000
0.950000,25.950000
37.140000,62.140000
43.830000,68.830000
1.930000,26.930000
17.940000,42.940000
40.860000,65.860000
86.100000,111.100000
28.400000,53.400000
98.460000,123.460000
48.300000,73.300000
41.190000,66.190000
59.230000,84.230000
82.120000,107.120000
15.300000,40.300000
32.190000,57.190000
82.540000,107.540000
67.670000,92.670000
9.270000,34.270000
27.720000,52.720000
16.720000,41.720000
85.970000,110.970000
5.750000,30.750000
92.360000,117.360000
58.910000,83.910000
60.800000,85.800000
84.590000,109.590000
17.220000,42.220000
45.980000,70.980000
45.490000,70.490000
73.970000,98.970000
36.980000,61.980000
48.620000,73.620000
1.150000,26.150000
63.750000,88.750000
47.730000,72.730000
61.400000,86.400000
73.640000,98.640000
38.640000,63.640000
43.200000,68.200000
39.600000,64.600000
54.200000,79.200000
20.170000,45.170000
34.130000,59.130000
12.440000,37.440000
96.390000,121.390000
65.140000,90.140000
23.600000,48.600000
50.370000,75.370000
81.890000,106.890000
63.990000,88.990000
93.040000,118.040000
4.180000,29.180000
83.210000,108.210000
32.420000,57.420000
90.610000,115.610000
53.550000,78.550000
40.280000,65.280000
28.770000,53.770000
16.420000,41.420000
51.550000,76.550000
49.230000,74.230000
31.780000,56.780000
41.900000,66.900000
16.660000,41.660000
3.440000,28.440000
78.300000,103.300000
72.420000,97.420000
46.700000,71.700000
29.380000,54.380000
78.110000,103.110000
37.840000,62.840000
12.320000,37.320000
9.500000,34.500000
23.070000,48.070000
45.440000,70.440000
95.640000,120.640000
48.340000,73.340000
47.010000,72.010000
80.600000,105.600000
15.090000,40.090000
42.920000,67.920000
57.380000,82.380000
60.860000,85.860000
62.460000,87.460000
54.700000,79.700000
36.360000,61.360000
8.090000,33.090000
5.850000,30.850000
38.300000,63.300000
70.190000,95.190000
78.030000,103.030000
66.030000,91.030000
32.060000,57.060000
81.600000,106.600000
70.120000,95.120000
56.400000,81.400000
43.800000,68.800000
89.870000,114.870000
80.440000,105.440000
58.820000,83.820000
89.250000,114.250000
58.690000,83.690000
21.670000,46.670000
2.590000,27.590000
6.130000,31.130000
16.230000,41.230000
86.060000,111.060000
75.780000,100.780000
81.400000,106.400000
55.990000,80.990000
28.380000,53.380000
86.880000,111.880000
46.210000,71.210000
74.010000,99.010000
12.220000,37.220000
37.350000,62.350000
6.420000,31.420000
8.610000,33.610000
37.360000,62.360000
87.110000,112.110000
19.210000,44.210000
25.200000,50.200000
79.610000,104.610000
54.410000,79.410000
61.820000,86.820000
85.610000,110.610000
24.930000,49.930000
35.390000,60.390000
33.490000,58.490000
49.690000,74.690000
44.250000,69.250000
85.060000,110.060000
93.270000,118.270000
72.000000,97.000000
13.170000,38.170000
2.160000,27.160000
68.020000,93.020000
96.980000,121.980000
37.550000,62.550000
70.570000,95.570000
54.500000,79.500000
31.090000,56.090000
12.460000,37.460000
25.060000,50.060000
94.870000,119.870000
58.930000,83.930000
90.650000,115.650000
55.730000,80.730000
45.770000,70.770000
49.160000,74.160000
51.800000,76.800000
32.370000,57.370000
64.350000,89.350000
48.240000,73.240000
26.810000,51.810000
4.390000,29.390000
37.260000,62.260000
37.430000,62.430000
70.680000,95.680000
50.110000,75.110000
77.870000,102.870000
80.960000,105.960000
40.050000,65.050000
50.040000,75.040000
83.840000,108.840000
66.920000,91.920000
7.660000,32.660000
43.740000,68.740000
40.040000,65.040000
59.300000,84.300000
85.310000,110.310000
17.800000,42.800000
12.680000,37.680000
48.150000,73.150000
38.260000,63.260000
28.330000,53.330000
76.830000,101.830000
66.300000,91.300000
97.260000,122.260000
62.330000,87.330000
87.490000,112.490000
61.480000,86.480000
29.030000,54.030000
77.050000,102.050000
9.780000,34.780000
27.440000,52.440000
62.730000,87.730000
16.710000,41.710000
14.930000,39.930000
0.680000,25.680000
65.770000,90.770000
19.510000,44.510000
65.470000,90.470000
58.190000,83.190000
75.130000,100.130000
27.190000,52.190000
35.550000,60.550000
35.040000,60.040000
11.600000,36.600000
47.920000,72.920000
0.180000,25.180000
99.950000,124.950000
26.020000,51.020000
62.280000,87.280000
97.840000,122.840000
34.560000,59.560000
9.090000,34.090000
3.290000,28.290000
0.840000,25.840000
92.580000,117.580000
24.720000,49.720000
81.060000,106.060000
76.800000,101.800000
48.770000,73.770000
23.370000,48.370000
92.220000,117.220000
17.620000,42.620000
27.930000,52.930000
13.410000,38.410000
30.520000,55.520000
76.220000,101.220000
92.240000,117.240000
