x,y
69.550000,119.550000
82.490000,132.490000
73.410000,123.410000
67.360000,117.360000
67.460000,117.460000
79.210000,129.210000
83.960000,133.960000
84.940000,134.940000
65.650000,115.650000
40.330000,90.330000
73.060000,123.060000
4.310000,54.310000
20.470000,70.470000
82.450000,132.450000
25.750000,75.750000
4.100000,54.100000
47.480000,97.480000
88.590000,138.590000
10.940000,60.940000
60.230000,110.230000
78.020000,128.020000
10.700000,60.700000
62.390000,112.390000
15.540000,65.540000
77.260000,127.260000
81.070000,131.070000
88.010000,138.010000
52.380000,102.380000
76.560000,126.560000
29.150000,79.150000
83.070000,133.070000
22.690000,72.690000
90.060000,140.060000
96.500000,146.500000
90.830000,140.830000
41.730000,91.730000
41.660000,91.660000
95.620000,145.620000
9.360000,59.360000
12.640000,62.640000
70.620000,120.620000
42.030000,92.030000
63.210000,113.210000
81.330000,131.330000
53.870000,103.870000
86.910000,136.910000
63.460000,113.460000
39.560000,89.560000
69.240000,119.240000
63.990000,113.990000
12.370000,62.370000
6.490000,56.490000
1.560000,51.560000
38.030000,88.030000
70.800000,120.800000
38.180000,88.180000
99.600000,149.600000
62.160000,112.160000
47.680000,97.680000
3.250000,53.250000
99.310000,149.310000
61.730000,111.730000
3.250000,53.250000
32.760000,82.760000
48.670000,98.670000
84.780000,134.780000
38.650000,88.650000
0.800000,50.800000
93.240000,143.240000
39.340000,89.340000
53.390000,103.390000
48.600000,98.600000
37.360000,87.360000
91.340000,141.340000
32.720000,82.720000
6.450000,56.450000
56.690000,106.690000
58.850000,108.850000
41.730000,91.730000
23.690000,73.690000
40.310000,90.310000
91.610000,141.610000
43.490000,93.490000
7.960000,57.960000
76.140000,126.140000
38.750000,88.750000
85.960000,135.960000
94.020000,144.020000
35.410000,85.410000
8.600000,58.600000
13.810000,63.810000
43.900000,93.900000
67.090000,117.090000
0.840000,50.840000
18.590000,68.590000
75.560000,125.560000
79.300000,129.300000
18.280000,68.280000
33.390000,83.390000
57.920000,107.920000
92.700000,142.700000
35.220000,85.220000
12.370000,62.370000
77.640000,127.640000
51.690000,101.690000
3.080000,53.080000
64.470000,114.470000
73.870000,123.870000
14.470000,64.470000
17.220000,67.220000
36.500000,86.500000
67.310000,117.310000
76.160000,126.160000
42.170000,92.170000
7.560000,57.560000
60.820000,110.820000
11.750000,61.750000
28.780000,78.780000
15.690000,65.690000
82.910000,132.910000
44.430000,94.430000
63.990000,113.990000
62.840000,112.840000
19.760000,69.760000
90.210000,140.210000
33.340000,83.340000
10.470000,60.470000
40.460000,90.460000
34.220000,84.220000
18.710000,68.710000
43.600000,93.600000
24.230000,74.230000
67.470000,117.470000
48.630000,98.630000
72.810000,122.810000
88.910000,138.910000
57.390000,107.390000
66.090000,116.090000
57.750000,107.750000
76.890000,126.890000
55.520000,105.520000
84.880000,134.880000
68.250000,118.250000
66.470000,116.470000
51.310000,101.310000
84.990000,134.990000
50.060000,100.060000
37.800000,87.800000
54.690000,104.690000
16.220000,66.220000
86.370000,136.370000
30.910000,80.910000
63.430000,113.430000
70.200000,120.200000
31.910000,81.910000
90.000000,140.000000
92.350000,142.350000
22.350000,72.350000
28.470000,78.470000
67.340000,117.340000
53.130000,103.130000
30.690000,80.690000
1.520000,51.520000
93.320000,143.320000
61.640000,111.640000
1.920000,51.920000
11.510000,61.510000
74.330000,124.330000
42.030000,92.030000
45.820000,95.820000
29.950000,79.950000
60.770000,110.770000
25.840000,75.840000
74.850000,124.850000
12.180000,62.180000
0.530000,50.530000
43.180000,93.180000
15.060000,65.060000
84.350000,134.350000
16.740000,66.740000
62.330000,112.330000
55.680000,105.680000
80.900000,130.900000
39.440000,89.440000
98.350000,148.350000
15.300000,65.300000
54.090000,104.090000
62.540000,112.540000
6.440000,56.440000
25.470000,75.470000
77.770000,127.770000
87.360000,137.360000
79.770000,129.770000
3.050000,53.050000
77.270000,127.270000
68.790000,118.790000
51.030000,101.030000
65.780000,115.780000
19.920000,69.920000
29.770000,79.770000
68.350000,118.350000
29.130000,79.130000
93.170000,143.170000
47.780000,97.780000
94.280000,144.280000
70.780000,120.780000
39.430000,89.430000
5.010000,55.010000
42.210000,92.210000
91.520000,141.520000
57.320000,107.320000
84.060000,134.060000
13.680000,63.680000
32.370000,82.370000
47.580000,97.580000
97.080000,147.080000
87.790000,137.790000
18.340000,68.340000
33.490000,83.490000
28.050000,78.050000
87.530000,137.530000
57.960000,107.960000
58.140000,108.140000
24.360000,74.360000
56.960000,106.960000
33.230000,83.230000
0.740000,50.740000
0.950000,50.950000
37.140000,87.140000
43.830000,93.830000
1.930000,51.930000
17.940000,67.940000
40.860000,90.860000
86.100000,136.100000
28.400000,78.400000
98.460000,148.460000
48.300000,98.300000
41.190000,91.190000
59.230000,109.230000
82.120000,132.120000
15.300000,65.300000
32.190000,82.190000
82.540000,132.540000
67.670000,117.670000
9.270000,59.270000
27.720000,77.720000
16.720000,66.720000
85.970000,135.970000
5.750000,55.750000
92.360000,142.360000
58.910000,108.910000
60.800000,110.800000
84.590000,134.590000
17.220000,67.220000
45.980000,95.980000
45.490000,95.490000
73.970000,123.970000
36.980000,86.980000
48.620000,98.620000
1.150000,51.150000
63.750000,113.750000
47.730000,97.730000
61.400000,111.400000
73.640000,123.640000
38.640000,88.640000
43.200000,93.200000
39.600000,89.600000
54.200000,104.200000
20.170000,70.170000
34.130000,84.130000
12.440000,62.440000
96.390000,146.390000
65.140000,115.140000
23.600000,73.600000
50.370000,100.370000
81.890000,131.890000
63.990000,113.990000
93.040000,143.040000
4.180000,54.180000
83.210000,133.210000
32.420000,82.420000
90.610000,140.610000
53.550000,103.550000
40.280000,90.280000
28.770000,78.770000
16.420000,66.420000
51.550000,101.550000
49.230000,99.230000
31.780000,81.780000
41.900000,91.900000
16.660000,66.660000
3.440000,53.440000
78.300000,128.300000
72.420000,122.420000
46.700000,96.700000
29.380000,79.380000
78.110000,128.110000
37.840000,87.840000
12.320000,62.320000
9.500000,59.500000
23.070000,73.070000
45.440000,95.440000
95.640000,145.640000
48.340000,98.340000
47.010000,97.010000
80.600000,130.600000
15.090000,65.090000
42.920000,92.920000
57.380000,107.380000
60.860000,110.860000
62.460000,112.460000
54.700000,104.700000
36.360000,86.360000
8.090000,58.090000
5.850000,55.850000
38.300000,88.300000
70.190000,120.190000
78.030000,128.030000
66.030000,116.030000
32.060000,82.060000
81.600000,131.600000
70.120000,120.120000
56.400000,106.400000
43.800000,93.800000
89.870000,139.870000
80.440000,130.440000
58.820000,108.820000
89.250000,139.250000
58.690000,108.690000
21.670000,71.670000
2.590000,52.590000
6.130000,56.130000
16.230000,66.230000
86.060000,136.060000
75.780000,125.780000
81.400000,131.400000
55.990000,105.990000
28.380000,78.380000
86.880000,136.880000
46.210000,96.210000
74.010000,124.010000
12.220000,62.220000
37.350000,87.350000
6.420000,56.420000
8.610000,58.610000
37.360000,87.360000
87.110000,137.110000
19.210000,69.210000
25.200000,75.200000
79.610000,129.610000
54.410000,104.410000
61.820000,111.820000
85.610000,135.610000
24.930000,74.930000
35.390000,85.390000
33.490000,83.490000
49.690000,99.690000
44.250000,94.250000
85.060000,135.060000
93.270000,143.270000
72.000000,122.000000
13.170000,63.170000
2.160000,52.160000
68.020000,118.020000
96.980000,146.980000
37.550000,87.550000
70.570000,120.570000
54.500000,104.500000
31.090000,81.090000
12.460000,62.460000
25.060000,75.060000
94.870000,144.870000
58.930000,108.930000
90.650000,140.650000
55.730000,105.730000
45.770000,95.770000
49.160000,99.160000
51.800000,101.800000
32.370000,82.370000
64.350000,114.350000
48.240000,98.240000
26.810000,76.810000
4.390000,54.390000
37.260000,87.260000
37.430000,87.430000
70.680000,120.680000
50.110000,100.110000
77.870000,127.870000
80.960000,130.960000
40.050000,90.050000
50.040000,100.040000
83.840000,133.840000
66.920000,116.920000
7.660000,57.660000
43.740000,93.740000
40.040000,90.040000
59.300000,109.300000
85.310000,135.310000
17.800000,67.800000
12.680000,62.680000
48.150000,98.150000
38.260000,88.260000
28.330000,78.330000
76.830000,126.830000
66.300000,116.300000
97.260000,147.260000
62.330000,112.330000
87.490000,137.490000
61.480000,111.480000
29.030000,79.030000
77.050000,127.050000
9.780000,59.780000
27.440000,77.440000
62.730000,112.730000
16.710000,66.710000
14.930000,64.930000
0.680000,50.680000
65.770000,115.770000
19.510000,69.510000
65.470000,115.470000
58.190000,108.190000
75.130000,125.130000
27.190000,77.190000
35.550000,85.550000
35.040000,85.040000
11.600000,61.600000
47.920000,97.920000
0.180000,50.180000
99.950000,149.950000
26.020000,76.020000
62.280000,112.280000
97.840000,147.840000
34.560000,84.560000
9.090000,59.090000
3.290000,53.290000
0.840000,50.840000
92.580000,142.580000
24.720000,74.720000
81.060000,131.060000
76.800000,126.800000
48.770000,98.770000
23.370000,73.370000
92.220000,142.220000
17.620000,67.620000
27.930000,77.930000
13.410000,63.410000
30.520000,80.520000
76.220000,126.220000
92.240000,142.240000
71.860000,121.860000
43.090000,93.090000
4.190000,54.190000
25.550000,75.550000
1.120000,51.120000
3.490000,53.490000
54.810000,104.810000
99.540000,149.540000
9.270000,59.270000
3.280000,53.280000
75.970000,125.970000
88.760000,138.760000
57.910000,107.910000
91.000000,141.000000
81.480000,131.480000
58.850000,108.850000
71.870000,121.870000
17.240000,67.240000
6.260000,56.260000
85.370000,135.370000
54.230000,104.230000
96.790000,146.790000
20.790000,70.790000
18.940000,68.940000
2.750000,52.750000
50.280000,100.280000
40.910000,90.910000
59.390000,109.390000
59.400000,109.400000
84.180000,134.180000
47.490000,97.490000
89.600000,139.600000
51.010000,101.010000
50.370000,100.370000
64.240000,114.240000
92.510000,142.510000
12.550000,62.550000
16.090000,66.090000
74.590000,124.590000
81.350000,131.350000
7.510000,57.510000
43.070000,93.070000
21.080000,71.080000
92.270000,142.270000
73.700000,123.700000
81.690000,131.690000
11.160000,61.160000
59.830000,109.830000
2.910000,52.910000
31.840000,81.840000
88.010000,138.010000
29.750000,79.750000
12.860000,62.860000
69.400000,119.400000
61.940000,111.940000
23.790000,73.790000
74.620000,124.620000
28.090000,78.090000
89.090000,139.090000
47.810000,97.810000
81.750000,131.750000
58.860000,108.860000
74.550000,124.550000
39.640000,89.640000
74.850000,124.850000
33.760000,83.760000
6.600000,56.600000
35.840000,85.840000
40.190000,90.190000
46.400000,96.400000
29.160000,79.160000
54.740000,104.740000
78.870000,128.870000
49.750000,99.750000
55.470000,105.470000
3.430000,53.430000
20.960000,70.960000
79.020000,129.020000
33.790000,83.790000
81.670000,131.670000
17.210000,67.210000
71.040000,121.040000
77.540000,127.540000
84.620000,134.620000
15.430000,65.430000
15.930000,65.930000
92.340000,142.340000
84.070000,134.070000
17.010000,67.010000
51.330000,101.330000
80.620000,130.620000
54.960000,104.960000
8.470000,58.470000
16.500000,66.500000
0.980000,50.980000
45.670000,95.670000
48.930000,98.930000
22.400000,72.400000
35.200000,85.200000
41.860000,91.860000
6.890000,56.890000
21.820000,71.820000
28.870000,78.870000
78.940000,128.940000
36.720000,86.720000
41.340000,91.340000
66.280000,116.280000
17.340000,67.340000
66.060000,116.060000
64.680000,114.680000
36.130000,86.130000
39.660000,89.660000
70.580000,120.580000
6.950000,56.950000
76.950000,126.950000
35.950000,85.950000
4.320000,54.320000
5.390000,55.390000
57.590000,107.590000
35.820000,85.820000
89.530000,139.530000
86.540000,136.540000
29.630000,79.630000
50.030000,100.030000
34.860000,84.860000
97.060000,147.060000
19.390000,69.390000
7.170000,57.170000
53.190000,103.190000
18.790000,68.790000
88.430000,138.430000
5.170000,55.170000
48.850000,98.850000
30.000000,80.000000
21.550000,71.550000
72.470000,122.470000
47.950000,97.950000
44.880000,94.880000
57.570000,107.570000
97.400000,147.400000
1.210000,51.210000
90.260000,140.260000
64.360000,114.360000
64.720000,114.720000
65.590000,115.590000
73.490000,123.490000
19.030000,69.030000
11.240000,61.240000
97.400000,147.400000
74.210000,124.210000
32.180000,82.180000
39.520000,89.520000
76.740000,126.740000
28.670000,78.670000
89.320000,139.320000
42.330000,92.330000
34.150000,84.150000
21.220000,71.220000
90.940000,140.940000
18.220000,68.220000
19.650000,69.650000
93.570000,143.570000
17.170000,67.170000
71.870000,121.870000
89.180000,139.180000
55.570000,105.570000
82.340000,132.340000
84.110000,134.110000
15.130000,65.130000
86.570000,136.570000
25.190000,75.190000
81.280000,131.280000
46.110000,96.110000
13.150000,63.150000
11.980000,61.980000
87.280000,137.280000
9.700000,59.700000
10.880000,60.880000
21.150000,71.150000
17.480000,67.480000
4.350000,54.350000
92.160000,142.160000
6.750000,56.750000
60.280000,110.280000
70.970000,120.970000
92.360000,142.360000
66.530000,116.530000
80.580000,130.580000
49.880000,99.880000
33.610000,83.610000
96.130000,146.130000
26.220000,76.220000
64.950000,114.950000
82.300000,132.300000
42.740000,92.740000
18.320000,68.320000
93.990000,143.990000
86.810000,136.810000
9.510000,59.510000
60.150000,110.150000
8.670000,58.670000
28.280000,78.280000
9.390000,59.390000
16.410000,66.410000
80.970000,130.970000
68.460000,118.460000
55.070000,105.070000
